 Тег (H1),ID в админке,inlinks (Куда) Перелинковка,Верхняя перелинковка,Ссылка с главной,"Базовая частота ""W""","Базовая частота ""W"" в месяц",Наличие курсов,Стаус,Раздел,SEO,URL,Символьный код,Title,Description,H1,ТЗ на текст,Статус SEO,Текст,Статус вплетение интентов,Статус текст,Графика,Статус графики,Видео,КМ,Статус публикации,Проверяющий,Статус страницы,Коммментрий,Индексирование,Автор,ТЗ на улучшение,ID Родительского листинга,Outlinks (Откуда) Каталог,Inlinks (Куда) Каталог
Курсы DIALux,135,,"153,147,163,129,120,159",FALSE,454,38,TRUE,Активна,Дизайн,,https://kursy.ru/dizajn/dialux/,dialux,Курсы DIALux - обучение работе в программе с нуля,Мы подобрали для вас лучшие онлайн-курсы по DUALux. Обучитесь программе для трехмерного моделирования и светотехнических расчетов с нуля. Сравните и выберите подходящее вам предложение из списка.,Курсы DIALux,https://docs.google.com/document/d/1Mt83g3XaAtQ82mqvO9D2IZvr_3MCosBsEtyTTuirQOo/edit?usp=sharing,Готово,https://docs.google.com/document/d/1d38g8NE306j9J2sQtf8eXMMxU1dKZmEcYf0o62qjFxc/edit,Не в работе,Готово,https://drive.google.com/file/d/1T5FCR_muAIresH1FRYXaG8k7e35tRJYU/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Ирина Суслова,,843,Программы и инструменты,
Курсы Substance Painter,142,,"122,151,145,130,162,147,132",FALSE,741,62,TRUE,Активна,Дизайн,,https://kursy.ru/dizajn/substaince-painter/,substaince-painter,Курсы по Substance Painter - обучение основам инструмента для работы с графикой с нуля ,Агрегатор лучших онлайн-курсов по Substance Painter. На курсах вы освоите навыки работы с графическим приложением с широким набором инструментов. Сравните и выберите подохядщее предложение.,Курсы Substance Painter,https://docs.google.com/document/d/10SkO4E991g5wE0dctrN69jEhHdzxhb2K5zLfXrpQhaY/edit?usp=sharing,Готово,https://docs.google.com/document/d/1cKgJ3OCbBaAOALFJe6CfPs6w9VPWVn8PgqKeSB987tU/edit,Не в работе,Готово,https://drive.google.com/file/d/1966vUr8txKWQ6I3-D1B12jZ_CM22alHT/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Ирина Суслова,,843,Программы и инструменты,
Курсы Revit,139,,"120,168,153,147,130,128",FALSE,31 734,2 645,TRUE,Активна,Дизайн,,https://kursy.ru/dizajn/revit/,revit,Курсы Revit - обучение для начинающих онлайн с нуля,Онлайн курсы по Revit. Обучитесь с нуля объединять задачи по архитектурному проектированию и строительству. Сильные преподаватели и современная программа обучения.,Курсы Revit,https://docs.google.com/document/d/18WVL70EfZHYOhaSmi2tS9mySzPNymXkoCQiPi-anKFY/edit?usp=sharing,Готово,https://docs.google.com/document/d/1NOau-wiy2xMQF4feAb_JcHZu5Ari9O_B/edit#,Не в работе,Готово,https://drive.google.com/file/d/19PKnrWJhZbZCYYyeLmIUOe-0kIi6mzX8/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Ирина Суслова,,843,Программы и инструменты,
Курсы Blender,130,,"122,132,151,161,121,160,131",FALSE,60 063,5 005,TRUE,Активна,Дизайн,,https://kursy.ru/dizajn/blender/,blender,Курсы по Blender - обучение 3д моделированию с нуля для начинающих,Мы собрали лучшие онлайн-курсы по графической программе Blender. Обучитесь профессиональному созданию трехмерной компьютерной графики. Сравните и выберите подходящее вам предложения.,Курсы по Blender,https://docs.google.com/document/d/1ymVxN98scftnmUdMLOj6cZqT79MkH_hbBHTd6E8R1KM/edit?usp=sharing,Готово,https://docs.google.com/document/d/194onO4d82eYNvwIMw-RvZV1iXvwaCOHAROXmKwMrjKs/edit,Не в работе,Готово,https://drive.google.com/file/d/1js9Ixt41ejpt6c2sZZ9pAGWPWndJ6Kt0/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Анастасия Матюшкина,,843,Программы и инструменты,
Курсы After Effects,127,,"119,160,123,132,151,137,145",FALSE,29 910,2 493,TRUE,Активна,Дизайн,,https://kursy.ru/dizajn/after-effects/,after-effects,Курсы по After Effects - обучение дистанционно в лучших онлайн-школах,"Лучшие обучающие курсы по работе в After Effects. Подойдут как для начинающих, так и для уже продвинутых ретушеров. Сделай из хобби престижную профессию.",Курсы по After Effects,https://docs.google.com/document/d/1W0A_-Lx6TagG_uq8ckr9YqwRHOVL5Q6lwVaXTxtvSMM/edit,Готово,https://docs.google.com/document/d/1izon9isbsTRQvPUC1hrex31u4F-CFV_IvV-c6ksgz3k/edit?usp=share_link,Не в работе,Готово,https://drive.google.com/file/d/1alBIUFI1E0rFNG1abfYQ8ikz5d1R6FNM/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Анастасия Матюшкина,,843,Программы и инструменты,
Курсы 3D MAX,118,,"120,153,147,129,128,139",FALSE,24 121,2 010,TRUE,Активна,Дизайн,,https://kursy.ru/dizajn/3d-max/,3d-max,Курсы 3D MAX - обучение с нуля в онлайн-школе для дизайнеров,Курсы по 3D MAX в онлайн-школах для начинающих. Ознакомьтесь с отзывами пользователей и подберите подходящий курс. Обучайтесь дизайну и станьте востребованным специалистом.,Курсы по 3D MAX,https://docs.google.com/document/d/1D37HljAj9adsYytG0VVt568CW761qvFILiWOg-MYtqg/edit,Готово,https://docs.google.com/document/d/107ZoKo9tUNWQNEWvrFqB8SUNWy1TUfgBALsT-rRmVPQ/edit,Не в работе,Готово,https://drive.google.com/file/d/1eerRBqL8aLF70HNyDqHTZwWBmM3d9pjU/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Ирина Суслова,,843,Программы и инструменты,
Курсы Adobe Illustrator,124,,"167,166,160,131,127,130,146,150",FALSE,22 819,1 902,TRUE,Активна,Дизайн,,https://kursy.ru/dizajn/adobe-illustrator/,adobe-illustrator,Курсы Adobe Illustrator - обучение с нуля для начинающих ,Онлайн-курсы по работе с Adobe Illustrator для начинающих.  Ознакомьтесь с программами обучения и отзывами пользователей. Станьте специалистом в сфере илюстрации.,Курсы по Adobe Illustrator,https://docs.google.com/document/d/1bKoCeGlo4TabYby87fVD8lCqeHlGwS1ttOOOvMGCXxs/edit,Готово,https://docs.google.com/document/d/1qPQvconWL7ywb8Ax50qN7lmAxs-Vj5QFhs3fheTIpbs/edit,Не в работе,Готово,https://drive.google.com/file/d/13gLdCZgKZjO2NBO3DompacMzjmkdJmKx/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Ирина Суслова,,843,Программы и инструменты,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Другие курсы,825,,"829,833,830,837,828,826,831,836,835,827,832,834",TRUE,-,-,TRUE,Активна,Другое,,https://kursy.ru/drugoe/,drugoe,Онлайн-курсы разных направлений,На данной странице собраны онлайн-курсы разной направленности. Условия программ обучения от лучших образовательных платформ.,Другие курсы,,Готово,,Не в работе,Готово,https://drive.google.com/file/d/1kIbd1xxUE-ZZU2k5kgSAiU15DukBzG2U/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Владислав Громов,,,Главная,
Курсы по истории,829,,831,TRUE,1 858 851,154 904,TRUE,Активна,Другое,,https://kursy.ru/drugoe/istoriya/,istoriya,Курсы по истории: дистанционное обучение онлайн и отзывы о школе,Онлайн-курсы по истории. Обучение от школьной программы до уровня вузов. Профессиональные преподаватели и актуальная информация помогут стать специалистом в истории.,Курсы по истории,https://docs.google.com/document/d/1C6T123VBoMzD9S_iMW9xuO5aNy4Mp1Pio9ADgXBvXVw/edit?usp=sharing,Готово,https://docs.google.com/document/d/1kPPIhRMD-Fictsv2yjvoACFOUZIuHAnPiLICE9H_iiE/edit,Не в работе,Готово,https://drive.google.com/file/d/1Yrdkxl5804KXRjSAJyHBwZElfMhIYwm1/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Владислав Громов,,825,Другие курсы,
Курсы первой медицинской помощи,833,,,FALSE,142 984,11 915,TRUE,Активна,Другое,,https://kursy.ru/drugoe/pervaya-pomosch/,pervaya-pomosch,Курсы первой медицинской помощи - обучение онлайн с сертификатом,"Мы подобрали для вас лучшие онлайн-курсы по первой медицинской помощи. Подойдут детям, взрослым и руководителям. Реальные отзывы и оценки от людей.",Курсы первой медицинской помощи,https://docs.google.com/document/d/1uxm90LEUzmOaKsn2dsRh47bf_gnDTazuf3mkqBKNpj0/edit?usp=sharing,Готово,https://docs.google.com/document/d/1pgh4qamlv_VJ3ETB5DFG3dRrMR_AvyaCVvuynW9iey4/edit,Не в работе,Готово,https://drive.google.com/file/d/1jHstIZJqi50HAYFbK-e-ZH_e2-ZkhInN/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Владислав Громов,,825,Другие курсы,
Кулинарные курсы,830,,,TRUE,82 364,6 864,TRUE,Активна,Другое,,https://kursy.ru/drugoe/kulinariya/,kulinariya,Кулинарные курсы для начинающих онлайн - обучение поваров дистанционно,Кулинарные онлайн-курсы для начинающих. Ознакомьтесь с отзывами и подберите для себя подходящую программу обучения. Порадуйте себя и близких необычными блюдами.,Кулинарные курсы,https://docs.google.com/document/d/1vO8qkzU1IXZhsH6kzRjtrf2WJ84-yIgy17AXlXNy5r8/edit?usp=sharing,Готово,https://docs.google.com/document/d/19iK6KbaJoC9wupjNYPjemZarcnQHFNush4NPwalCs40/edit,Не в работе,Готово,https://drive.google.com/file/d/1EyGfjqChfN7Ctbtfk3ULbC0ntNoy6tK4/view?usp=share_link,Готово,,,Готово,,Готово,,Проиндексированно,Владислав Громов,,825,Другие курсы,
